profile,K,seed,policy,utility,cost,budget,n_calls,budget_violated,deadline_violated,oracle_utility,regret
toolbench_subset,100,33,bwk_vanilla,0.6468757096965776,73.24458200550404,74.23071568267657,16,0,0,0.9854118019629174,0.33853609226633985
toolbench_subset,100,33,cbuc,0.9048158343765208,25.725716822497894,74.23071568267657,15,0,0,0.9854118019629174,0.08059596758639664
toolbench_subset,100,33,cbuc_aggr,0.9396866538156496,40.92677318073348,74.23071568267657,15,0,0,0.9854118019629174,0.0457251481472678
toolbench_subset,100,34,react_capped,0.31950575544795556,83.26771660170782,80.46829975987694,16,1,0,0.9912876916262191,0.6717819361782635
toolbench_subset,100,34,bwk_vanilla,0.5461077941662575,65.56697023924313,80.46829975987694,20,0,1,0.9912876916262191,0.44517989745996156
toolbench_subset,100,34,cbuc,0.17252831043442884,13.512919989204887,80.46829975987694,6,0,0,0.9912876916262191,0.8187593811917903
toolbench_subset,100,34,cbuc_aggr,0.0,9.728734491074428,80.46829975987694,6,0,0,0.9912876916262191,0.9912876916262191
toolbench_subset,100,35,react_capped,0.6635818326306717,54.04499163908378,74.76057480057297,15,0,1,0.9844007198030152,0.3208188871723435
toolbench_subset,100,35,bwk_vanilla,0.0,116.13274846212998,74.76057480057297,1,1,0,0.9844007198030152,0.9844007198030152
toolbench_subset,100,35,cbuc,0.15290197303924968,8.55323166113767,74.76057480057297,6,0,0,0.9844007198030152,0.8314987467637656
toolbench_subset,100,35,cbuc_aggr,0.07458598009053397,13.018714073094886,74.76057480057297,6,0,0,0.9844007198030152,0.9098147397124813
toolbench_subset,100,36,react_capped,0.8480004928187608,79.07121483511602,78.55955639554129,18,1,1,0.9207966956659006,0.07279620284713983
toolbench_subset,100,36,bwk_vanilla,0.4149069422734052,78.95353030038207,78.55955639554129,8,1,0,0.9207966956659006,0.5058897533924954
toolbench_subset,100,36,cbuc,0.715616018240872,48.066971302664214,78.55955639554129,17,0,0,0.9207966956659006,0.20518067742502866
toolbench_subset,100,36,cbuc_aggr,0.766714823282714,44.12251819656717,78.55955639554129,20,0,0,0.9207966956659006,0.1540818723831866
toolbench_subset,100,37,react_capped,0.5433900073099374,76.67705772771232,81.9645562102158,18,0,1,0.9335727088409245,0.3901827015309871
toolbench_subset,100,37,bwk_vanilla,0.46651429770699027,82.0510099584266,81.9645562102158,17,1,0,0.9335727088409245,0.4670584111339342
toolbench_subset,100,37,cbuc,0.34224332508523936,9.254796277996096,81.9645562102158,6,0,0,0.9335727088409245,0.5913293837556851
toolbench_subset,100,37,cbuc_aggr,0.6845103420526835,15.305568780886876,81.9645562102158,13,0,0,0.9335727088409245,0.249062366788241
toolbench_subset,100,38,react_capped,0.8550686157162198,88.30145163818942,84.4038457667403,21,1,0,0.979051192326827,0.12398257661060719
